CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary
15681697,Rueda,508,France,Male,31,8,72541.48,1,1,0,129803.08
15709368,Milne,614,France,Female,43,6,0.0,2,1,1,109041.53
15790599,Yin,756,Germany,Female,39,5,149363.12,2,1,1,109098.39
15762993,Trevisano,796,Spain,Male,32,5,102773.15,2,0,1,117832.88
15637324,Kay,657,France,Female,28,7,0.0,2,0,1,5177.62
15756241,Yirawala,767,France,Female,44,2,152509.25,1,1,1,136915.15
15604482,Chiemezie,850,Spain,Male,30,2,141040.01,1,1,1,5978.2
15779423,K?,716,France,Male,39,1,70657.61,2,1,1,76476.05
15803202,Onyekachi,350,France,Male,51,10,0.0,1,1,1,125823.79
15680998,Nwankwo,725,France,Male,44,5,0.0,1,1,1,117356.14
15587174,Kerr,726,France,Male,29,7,0.0,2,1,1,91844.14
15632439,Pinto,698,France,Female,39,4,0.0,2,0,1,47455.82
15740630,Pisano,487,Spain,Female,31,1,0.0,2,1,0,158750.13
15733581,Duncan,831,Germany, male,32,9,80262.66,1,1,0,194867.78
15757467,Feng,563,Spain,Male,57,6,0.0,2,1,1,39297.48
15745355,Golibe,597,France,Male,41,4,153198.23,1,1,1,92090.36
15743545,Nworie,647,Spain,Female,29,2,0.0,2,1,0,179032.68
15778395,McIntyre,762,Germany,Male,34,4,88815.56,2,1,0,68562.26
15625035,Mills,703,France,Male,50,8,160139.59,2,1,1,79314.1
15685805,Ginikanwa,673,Spain,Female,35,6,0.0,2,1,0,98618.79
15649536,Wong,741,Germany,Male,38,4,128015.83,1,1,0,58440.43
15798666,Hughes,814,France,Female,36,6,0.0,2,1,1,98657.01
15632256,Schroeder,541,France,Male,29,7,127504.57,1,0,0,86173.92
15623966,Yermakov,578,France,Female,35,2,0.0,2,0,1,26389.92
15723950,Kruglov,684,Spain,Male,40,2,70291.02,1,1,1,115468.84
15707696,Lu,471,Spain,Female,28,5,0.0,2,1,1,22356.97
15574115,Shaw,656,Spain,Female,41,6,101179.23,2,1,1,35230.61
15723872,Buccho,589,Spain,Female,46,10,0.0,2,0,1,168369.37
15599004,Tsao,655,Spain,Male,37,1,0.0,1,1,1,106040.97
15568742,Parkes,536,France,Female,41,9,0.0,1,1,0,121299.14
15589725,Zubarev,740,France,Female,51,4,0.0,2,1,1,178929.84
15751177,Milne,685,Germany,Female,44,2,119657.53,1,1,0,145387.05
15608760,Cox,656,France,Female,30,4,74323.2,1,1,1,22929.08
15766659,Okwudilichukwu,525,Spain,Male,33,5,0.0,2,1,0,161002.29
15598940,Achebe,681,Germany,Male,38,6,181804.34,2,1,1,57517.71
15654577,Alexeeva,549,Germany,Male,54,5,92877.33,1,1,0,2619.64
15669204,Grant,650,Germany,Male,23,4,93911.3,2,1,0,69055.45
15797627,Niehaus,732,Spain,Male,54,0,134249.7,1,0,1,13404.4
15571221,Bergamaschi,747,Germany,Male,58,7,116313.57,1,1,1,190696.35
15649354,Johnston,754,Spain,Male,35,4,0.0,2,1,1,9658.41
15746569,Tsui,589,France,Male,38,4,0.0,1,1,0,95483.48
15766064,Komarova,559,France, male,33,9,111060.05,2,1,0,110371.84
15690898,Bogolyubova,696,France,Male,44,8,161889.79,1,0,0,75562.47
15572114,Shih,673,Spain,Male,40,1,121629.22,1,1,1,3258.6
15654901,Horton,733,France,Male,51,10,141556.96,1,1,0,130189.53
15689602,Findlay,698,France,Male,38,2,130015.24,1,1,1,41595.3
15753566,Espinosa,806,France,Female,32,3,63763.49,1,1,0,156593.09
15740470,Vinogradov,725,France,Male,39,4,160652.45,2,1,0,57643.55
15785975,Mason,525,Spain,Female,60,7,0.0,2,0,1,168034.9
15594084,Anderson,524,France,Male,22,9,0.0,2,1,0,74405.34
15672894,McCawley,625,France,Female,36,8,129944.39,2,0,0,198914.8
15566735,Obialo,548,Germany,Female,36,2,108913.84,2,1,1,140460.01
15794566,Kirsova,678,France,Female,28,4,0.0,2,1,1,144423.17
15789425,Marsden,694,Germany,Female,37,8,98218.04,2,1,0,182354.46
15597602,Nwachinemelu,619,Germany,Male,57,3,137946.39,1,1,1,72467.99
15635500,Seleznyov,605,Germany,Male,75,2,61319.63,1,0,1,186655.11
15594576,Zhdanov,524,France,Male,32,1,144875.71,1,0,0,187740.04
15769451,Hayes,764,France,Female,44,1,0.0,2,1,1,11467.38
15624388,Henderson,649,Germany,Female,50,5,155393.32,1,1,1,87351.42
15796115,Forbes,689,Germany,Female,40,4,78119.59,4,1,0,119259.34
15711991,Chiawuotu,615,France,Male,30,8,0.0,2,0,0,3183.15
15690188,Maclean,631,France,Male,33,7,0.0,1,1,1,58043.02
15793049,Atkins,680,Germany,Female,48,8,115115.38,1,1,0,139558.6
15622774,Kao,648,France,Male,34,0,0.0,1,1,1,167931.81
15763055,Onuchukwu,572,Spain,Male,31,5,98108.79,1,0,1,119996.95
15720774,P'eng,850,Spain,Male,44,7,89118.26,1,1,0,104240.77
15612103,Wang,627,Germany,Female,35,2,137852.96,1,1,1,172269.21
15586674,Shaw,663,Spain,Female,58,5,216109.88,1,0,1,74176.71
15621546,Yuriev,620,France,Female,33,9,127638.35,1,1,1,192717.57
15608381,Dean,585,Germany,Male,50,2,125845.66,1,1,0,9439.31
15568044,Butusov,508,France,Female,31,7,0.0,2,1,1,6123.15
15797227,Otutodilinna,754,France,Male,28,8,0.0,2,1,1,52615.62
15637954,Lewis,730,France,Female,35,0,155470.55,1,1,1,53718.28
15775663,Otitodilichukwu,712,Germany,Male,53,6,134729.99,2,1,1,132702.64
15763747,Ricci,732,France,Male,36,7,0.0,2,1,1,60830.24
15595135,Solomon,778,Germany,Female,29,7,123229.46,1,1,0,181221.09
15639576,Burns,691,France,Male,26,9,136623.19,1,1,0,153228.0
15690647,Rogers,582,Spain,Female,46,8,67563.31,1,1,0,44506.09
15729804,Manfrin,714,France,Male,34,10,0.0,2,1,1,80234.14
15813850,Christian,720,France,Male,52,7,0.0,1,1,1,14781.12
15801462,Yermakov,716,France,Male,31,8,109578.04,2,1,1,51503.51
15767722,Richardson,593,France,Female,39,0,117704.73,1,1,0,197933.5
15679531,Collins,618,France,Male,34,5,134954.53,1,1,1,151954.39
15602647,Cunningham,729,Germany,Male,39,6,127415.85,1,1,1,184977.2
15581440,Christie,724,Germany,Female,48,6,110463.25,2,1,1,80552.11
15796231,Nwankwo,681,France,Female,18,1,98894.39,1,1,1,9596.4
15610454,Poole,724,Germany,Female,33,9,119278.44,1,1,1,197148.24
15794479,Becker,767,Spain,Male,77,8,149083.7,1,1,1,190146.83
15807609,Yuan,650,Spain,Female,25,3,86605.5,3,1,0,16649.31
15804937,Cambage,702,France,Male,50,3,0.0,2,0,0,94949.84
15763097,Siciliano,809,Spain,Male,80,8,0.0,2,0,1,34164.05
15726774,Field,563,France,Male,35,3,106250.72,1,0,0,39546.32
15779744,Chou,537,Spain,Male,30,1,103138.17,1,1,1,96555.42
15645184,Graham,701,France,Male,29,2,0.0,2,1,0,176943.59
15579583,Hall,641,Spain,Female,40,4,101090.27,1,1,1,51703.09
15787597,Hsu,420,Germany,Female,31,1,108377.75,2,1,1,9904.63
15707025,Fang,648,Spain,Female,31,5,0.0,2,1,1,5199.02
15633537,Nolan,540,Germany,Female,42,9,87271.41,2,1,0,172572.64
15594450,Tomlinson,695,France,Male,49,9,159458.53,1,1,0,135841.35
15797204,Paling,655,Spain,Female,28,3,113811.85,2,0,1,76844.23
15725024,Pope,805,Germany,Female,33,3,105663.56,2,0,1,33330.89
15576615,Giordano,719,Spain,Male,37,10,145382.61,1,1,0,80408.59
15628008,Monds,781,Spain,Female,29,6,98759.89,1,0,0,112202.64
15711889,Mao,668,France,Male,42,3,150461.07,1,1,0,108139.23
15685947,Henderson,556,Germany,Male,42,0,115915.53,2,0,1,125435.47
15706269,Willis,489,France,Female,47,8,103894.38,2,1,1,107625.46
15627848,Tsui,683,France,Male,38,7,109346.13,2,1,0,102665.92
15814816,Kambinachi,466,France,Male,40,4,91592.06,1,1,0,141210.18
15777599,Esposito,746,Germany,Male,34,6,141806.0,2,1,1,183494.87
15792360,Clark,668,France,Male,32,7,0.0,2,1,1,777.37
15615050,Savage,575,Germany, male,47,9,107915.94,2,1,1,63452.18
15621520,Tang,783,Germany,Female,42,2,139707.28,1,1,0,2150.22
15734942,Nnamutaezinwa,539,Germany,Female,38,8,82407.51,1,1,0,13123.41
15604044,Mitchell,700,France, male,38,8,134811.3,1,1,0,1299.75
15669606,Chu,690,France,Male,33,5,0.0,2,1,0,138017.68
15687162,Clayton,461,France,Male,51,9,119889.84,1,0,0,56767.67
15610416,Christie,745,France,Female,36,9,0.0,1,1,0,19605.18
15654495,Potter,706,Germany,Female,47,6,120621.89,1,1,1,140803.7
15749119,Santiago,710,France,Female,31,3,0.0,2,1,1,112289.06
15596088,Fanucci,705,France,Female,50,4,77065.9,2,0,1,145159.26
15599535,Howell,678,Spain,Male,28,5,138668.18,1,1,1,54144.01
15674671,Conway,551,Spain,Male,76,2,128410.71,2,1,1,181718.73
15607098,Ahmed,747,Spain,Female,41,5,94521.17,2,1,0,194926.86
15727361,Chiemela,547,France,Female,51,1,0.0,2,1,1,56908.41
15671293,Marcus,779,Germany,Female,37,2,128389.63,1,1,1,6589.16
15648064,Kennedy,649,France,Male,33,2,0.0,2,1,0,2010.98
15770984,Fanucci,697,Spain,Female,40,7,130334.35,2,0,1,116951.1
15674149,Esomchi,599,Germany,Male,36,3,128960.21,2,1,1,40318.33
15654519,Hassall,680,France,Male,31,1,0.0,2,1,1,3148.2
15618018,Dickson,571,France,Female,35,1,104783.81,2,0,1,178512.52
15716822,Moen,646,France,Male,30,5,98014.74,1,1,1,12757.14
15594812,Campbell,806,Spain,Female,37,2,137794.18,2,0,1,75232.02
15581102,Baresi,554,France,Female,22,8,0.0,2,0,1,142670.61
15775335,Ellis,635,Germany,Female,48,4,81556.89,2,1,0,191914.37
15714689,Houghton,591,Spain,Male,29,1,97541.24,1,1,1,196356.17
15573893,Barry,569,Germany,Male,25,9,173459.45,2,1,1,44381.06
15673529,Lombardo,645,Spain,Male,36,4,59893.85,2,1,0,43999.64
15706036,Lombardo,552,Germany,Male,38,10,132271.12,2,1,1,46562.02
15579109,Napolitano,574,Germany,Male,35,5,163856.76,1,1,1,15118.2
15747927,Ch'in,758,France,Male,26,4,155739.76,1,1,0,171552.02
15642137,Fang,695,Spain,Female,39,5,0.0,2,0,0,102763.69
15641319,Afanasyeva,518,Spain,Male,50,4,0.0,1,0,0,107112.25
15579526,O'Meara,551,France,Male,42,1,50194.59,1,1,1,23399.58
15805884,Archer,637,France,Female,41,9,0.0,2,1,0,145477.36
15686963,Hardiman,680,Spain,Female,30,3,0.0,1,1,0,160131.58
15743976,Archer,618,Germany,Male,41,8,37702.79,1,1,1,195775.48
15779620,Sinclair,575,France,Male,36,1,0.0,1,0,1,94570.56
15713440,Barese,519,Germany,Female,21,1,151701.45,3,1,1,170138.68
15699095,Chandler,603,France,Female,24,3,0.0,1,1,1,198826.03
15604792,Kuo,609,Germany,Male,38,6,140752.06,2,0,1,171430.16
15764916,Rowley,616,Germany,Female,43,7,95984.21,1,0,1,115262.54
15654891,He,811,France,Male,30,6,0.0,2,1,1,180591.32
15578156,Anenechukwu,615,Spain,Male,32,5,138521.83,1,1,1,56897.1
15800434,Burgess,811,Germany,Male,52,10,76915.4,1,0,0,146359.81
15752731,Millar,615,France,Female,30,9,0.0,1,1,0,87347.82
15787550,Chao,719,France,Male,69,3,0.0,2,1,1,58320.06
15588854,Wu,715,France,Female,31,3,110581.29,1,1,1,94715.24
15636684,Kirkland,727,France,Male,34,10,0.0,2,1,1,198637.34
15814035,Lawrence,601,France,Male,29,9,0.0,1,1,1,80393.27
15577018,Tsao,684,Germany,Female,26,2,114035.39,1,0,0,96885.19
15779497,Ts'ai,603,France,Male,43,5,127823.93,1,1,1,19483.35
15631481,Thomson,673,France,Male,51,8,79563.36,2,1,1,172200.91
15791053,Lucciano,709,Germany,Male,45,4,122917.71,1,1,1,11.58
15791326,Nnamdi,566,France,Male,34,3,0.0,1,0,0,188135.69
15669501,Kuo,706,France,Male,35,5,0.0,2,1,1,81718.37
15729956,Akabueze,726,Spain,Female,26,1,80780.16,1,1,1,19225.85
15645543,Bell,636,France,Female,34,3,0.0,2,1,1,44756.25
15706637,Chang,718,Spain,Male,40,9,0.0,2,0,0,121537.91
15708236,Wright,491,France,Female,72,6,91285.22,1,1,1,7032.95
15642345,Y?,714,Germany,Female,49,4,93059.34,1,1,0,7571.51
15640627,Wan,611,Spain,Male,34,4,0.0,2,1,0,170950.58
15698703,Doherty,628,Germany,Male,40,5,181768.32,2,1,1,129107.97
15618410,Murray,718,Germany,Male,26,7,147527.03,1,0,0,51099.56
15592025,Nnaemeka,651,France,Male,53,7,0.0,2,1,1,130132.41
15613962,Kenechi,499,France,Female,38,9,0.0,2,0,1,183042.2
15666197,Boni,430,Germany,Female,38,8,153058.64,1,1,0,99377.27
15612670,Berry,631,Spain,Female,46,10,0.0,2,1,1,129508.96
15591036,Genovesi,577,Germany,Female,43,3,127940.47,1,0,0,125140.72
15748552,Sal,464,Germany,Male,37,4,155994.15,1,0,0,143665.44
15776454,Hamilton,603,France,Female,48,5,0.0,1,1,0,100478.6
15598175,Toscani,592,Germany,Female,26,4,105082.07,2,1,0,132801.57
15755731,Davis,635,Germany,Male,53,8,117005.55,1,0,1,123646.57
15625713,Lindeman,679,Spain,Female,39,7,91187.9,1,0,1,6075.36
15664555,Hughes,587,France,Male,40,2,0.0,4,0,1,106174.7
15780779,Ramsbotham,583,Spain,Female,40,4,0.0,2,1,0,114093.73
15718893,Pirozzi,404,Germany,Female,54,4,125456.07,1,1,0,83715.66
15798850,Goddard,576,France,Male,32,7,0.0,2,1,0,4660.91
15641490,Windsor,850,Germany,Female,25,8,69385.17,2,1,0,87834.24
15765322,Connely,755,France,Male,23,5,84284.48,2,1,1,62851.6
15625021,Hung,585,France,Male,42,2,0.0,2,1,1,18657.77
15793803,Robinson,574,France,Male,34,1,112572.39,1,0,0,165626.6
15652999,Milne,742,Germany,Male,33,1,137937.95,1,1,1,51387.1
15763665,Y?,833,France,Female,28,4,136674.51,2,0,0,5278.78
15624229,Noble,694,France,Female,22,4,0.0,2,1,1,11525.72
15690673,Cameron,656,France,Female,39,6,0.0,2,1,0,141069.88
15669945,Jackson,492,France,Male,35,4,141359.37,2,1,0,39519.53
15566894,Gray,793,France,Male,39,3,137817.52,1,0,0,83997.79
15605134,Bond,617,France,Female,34,0,131244.65,2,1,0,183229.02
15679453,Hung,614,Germany,Female,39,8,125997.22,1,1,1,128049.34
15813681,Zito,786,Germany,Male,24,2,120135.55,2,1,1,125449.47
15707488,Tan,560,France,Female,27,5,0.0,2,1,0,131919.48
15582944,Becker,425,Spain,Female,39,5,0.0,2,1,0,140941.47
15570004,Tsou,850,France,Male,31,3,0.0,2,1,0,121866.87
15580719,Davis,697,France,Female,23,10,0.0,2,1,1,79734.23
15757981,Loggia,748,France,Male,66,8,0.0,1,1,1,163331.65
15679145,Chou,706,Spain,Male,57,7,0.0,1,1,0,17941.16
15735439,P'an,449,Spain,Female,31,1,113693.0,1,0,0,82796.29
15733169,Craig,590,Spain,Male,22,7,125265.61,1,1,1,161253.08
15694677,Bennetts,733,France,Male,39,1,0.0,2,1,1,141841.31
15630106,Lo,496,Spain,Male,29,2,0.0,2,1,0,55389.59
15709387,Obiajulu,711,France, male,52,5,0.0,1,1,1,159808.95
15753754,Morrison,587,Spain,Female,34,1,0.0,2,1,1,97932.68
15718443,Chibuzo,539,France,Male,39,3,0.0,2,1,0,36692.17
15774402,Donaldson,562,Spain,Male,36,5,0.0,1,0,1,182843.24
15631838,Findlay,606,France,Male,61,5,108166.09,2,0,1,8643.21
15572428,Rieke,717,Germany,Female,33,0,115777.23,1,1,1,81508.1
15582903,Edwards,643,France,Male,39,7,0.0,2,1,1,170392.59
15776947,Ugorji,637,Spain,Male,43,8,0.0,1,1,0,12156.93
15660101,Nnonso,803,France,Male,31,9,157120.86,2,1,0,141300.53
15680666,Berry,579,Spain,Female,39,2,151963.26,2,1,0,158948.63
15784594,Mazzi,549,Germany,female,37,1,130622.34,2,1,1,128499.94
15775590,Mackay,482,Germany,Female,48,2,69329.47,1,0,0,102640.52
15641675,Kirillova,611,France,Female,49,2,88915.37,3,0,0,161435.02
15566139,Ts'ui,526,France,Female,37,5,53573.18,1,1,0,62830.97
15636820,Loggia,725,Germany,Male,40,8,104149.66,1,1,0,62027.9
15583076,Deleon,588,Germany,Male,41,6,106116.56,2,1,0,198766.61
15610727,Ch'in,605,France,Male,36,7,128829.25,1,1,0,190588.59
15665221,Nwebube,630,France,Male,26,7,129837.72,2,0,1,197001.15
15778915,Harris,737,France,Female,32,7,128551.36,2,0,1,189402.71
15635776,Trevisani,686,Germany,Female,43,5,154846.24,2,1,1,151903.6
15684171,Bianchi,660,Spain,Female,61,5,155931.11,1,1,1,158338.39
15617877,Jessop,607,France,Male,44,0,0.0,2,1,1,81140.09
15756277,Wilson,850,Germany,Female,43,8,92244.83,2,1,0,54949.73
15595874,Gorbunova,666,Spain,Female,36,6,0.0,2,1,0,176692.87
15664539,Bruce,683,Spain,Male,35,9,61172.04,1,0,0,82951.12
15655298,Lewis,654,Spain,Female,54,5,0.0,2,0,1,47139.06
15708904,Yermakova,850,France,Female,37,9,0.0,1,0,0,100101.06
15677939,Ch'eng,584,France,Female,41,3,0.0,2,1,1,160095.48
15667456,Ross,709,Spain,Male,62,3,0.0,2,1,1,82195.15
15579212,Chuang,638,France, male,57,6,0.0,1,1,0,33676.48
15713673,T'ien,494,France,Female,33,1,137853.0,1,0,1,90273.85
15640825,Loyau,695,Spain,Male,46,3,122549.64,1,1,1,56297.85
15624013,Maxwell,541,France,Female,39,6,109844.81,1,1,0,25289.23
15794276,Steele,588,France,Female,64,3,0.0,1,1,1,189703.65
15803790,Allen,638,Germany,Male,37,2,89728.86,2,1,1,37294.88
15813946,Duffy,637,Germany,Male,51,1,104682.83,1,1,0,55266.96
15642725,Madison,797,France,Male,32,10,114084.6,1,0,1,125782.29
15596863,Chidumaga,787,Germany,Female,38,3,158373.23,1,1,1,28228.35
15791316,Boni,714,France,Male,35,3,0.0,2,1,1,95623.28
15697249,Lettiere,546,Germany,Female,25,3,132837.7,1,1,0,131647.31
15691457,Boyle,674,Spain,Male,36,2,0.0,2,1,1,182787.17
15649668,Wilhelm,637,Germany,Female,36,10,145750.45,2,1,1,96660.76
15737104,Lawson,652,Germany,Female,47,0,126597.89,2,1,1,38798.79
15809263,Y?,729,Germany,Male,29,5,109676.52,1,1,1,25548.47
15635034,Aldrich,727,Germany,Male,37,9,101191.83,1,1,1,34551.35
15665177,Booth,613,France,Male,44,3,0.0,2,0,1,136491.72
15682523,Chigozie,762,France,Male,20,1,139432.55,1,1,1,85606.83
15709531,Harding,556,France,Male,38,2,114756.14,1,1,0,193214.05
15684801,Abbott,689,France,Male,47,1,93871.95,3,1,0,156878.42
15612207,Hill,840,Germany,Female,51,1,87779.83,1,0,1,36687.11
15811200,Ts'ao,831,France,Female,34,2,0.0,2,0,0,165840.94
15734886,Mazzi,686,France,Female,34,3,123971.51,2,1,0,147794.63
15806956,Iqbal,746,Spain,Male,30,1,112666.67,1,0,0,11710.4
15621629,Scott,773,Germany,Male,43,8,81844.91,2,1,1,35908.46
15673074,Obidimkpa,527,Germany,Female,30,6,126663.51,1,1,1,162267.91
15710404,Chinwendu,569,France,Male,35,10,124525.52,1,1,1,193793.78
15794841,Kung,739,Spain,Male,19,5,89750.21,1,1,0,193008.52
15623502,Morrison,598,Spain,Female,56,4,98365.33,1,1,1,44251.33
15636520,Milani,692,France,Male,27,1,125547.53,1,0,0,7900.46
15616745,Hs?,542,Spain,Male,35,2,174894.53,1,1,1,22314.55
15646351,Somerville,486,Spain,Male,27,7,0.0,2,1,0,28823.04
15757535,Heap,647,Spain,Female,44,5,0.0,3,1,1,174205.22
15614187,Pottinger,648,Germany,Female,39,3,126935.98,2,0,1,57995.74
15685920,Lombardo,599,Spain,Male,34,2,101506.66,1,0,0,198030.24
15762927,Sung,674,Germany,Female,36,6,100762.64,1,1,0,182156.86
15768151,Romano,514,Germany,Female,45,3,109032.23,1,0,1,155407.21
15742172,Williamson,598,Germany,Male,32,9,123938.6,2,1,0,198894.42
15812647,Yin,691,France,Male,34,8,133936.04,2,1,0,91359.79
15689351,Johnson,742,Germany,Female,41,4,92805.72,1,0,1,73743.95
15785078,Fomin,730,Spain,Male,26,3,0.0,1,1,0,34542.41
15782735,Chukwuemeka,626,France,Female,35,3,0.0,1,0,0,80190.36
15732430,H?,850,Spain,Female,54,4,120952.74,1,1,0,66963.15
15789313,Ugorji,595,Germany,Female,44,4,96553.52,2,1,0,143952.24
15770039,Kuo,572,Germany,Male,39,4,112290.22,1,1,0,49373.97
15647295,Chin,426,France,Male,34,9,0.0,2,1,0,107876.91
15601688,Piccio,546,France,Male,28,8,0.0,1,1,0,159254.29
15625819,Arnold,625,France,Female,38,7,0.0,1,1,0,164804.02
15668774,Chiemenam,758,Germany,Female,23,5,122739.1,1,1,0,102460.84
15621550,Hung,535,Spain,Female,50,1,140292.58,3,0,0,69531.22
15787155,Yang,514,Spain,Male,30,7,0.0,1,0,1,125010.24
15662908,Davidson,795,Germany,Male,38,7,125903.22,2,1,1,127068.92
15673180,Onyekaozulu,727,Germany,Female,18,2,93816.7,2,1,0,126172.11
15694805,McIntyre,664,Spain,Male,35,1,115024.5,1,0,1,169665.79
15619674,White,649,France,Female,35,4,108306.44,1,1,1,192486.24
15611599,Curtis,604,France,Female,71,2,0.0,2,1,1,49506.82
15750335,Paterson,850,Germany,Male,43,0,108508.82,3,1,0,184044.8
15591135,Forster,726,France,Male,37,2,132057.92,2,1,0,34743.98
15697702,Lord,730,Spain,Male,29,2,0.0,2,1,0,14174.09
15617991,Andrews,555,France,Male,29,4,128744.04,1,1,1,47454.93
15674368,Riley,738,France,Female,39,1,94435.45,2,0,1,189430.86
15802809,Vidal,660,Spain,Female,36,0,84438.57,1,1,1,181449.51
15629511,Lavrentiev,738,France,Male,49,6,106770.82,1,1,0,123499.27
15809265,Kao,547,France,Female,35,4,0.0,1,1,1,133287.73
15688973,Vinogradova,598,Spain,Female,39,5,0.0,2,1,1,83103.46
15766137,Muir,497,France,Male,34,2,0.0,2,1,1,83087.13
15659175,Severson,755,France,Female,43,9,0.0,2,1,0,18066.69
15808662,Krylov,624,France,Male,44,3,0.0,2,1,0,88407.51
15619465,Cameron,555,Spain,Female,24,2,0.0,2,0,1,197866.55
15675422,Conway,544,France,Female,32,9,110728.39,1,1,1,14559.62
15749540,Hsiung,585,France,Male,36,7,0.0,2,1,0,94283.09
15784280,Reilly,686,Germany,Male,35,2,109342.82,2,0,1,86043.27
15661830,Lucciano,750,Spain,Female,36,6,0.0,2,1,1,59816.41
15764335,Caldwell,463,Germany,Female,41,8,123151.51,2,1,0,70127.93
15809558,Peppin,715,Spain,Male,31,7,0.0,1,1,1,149970.59
15802741,Mitchel,625,France,Female,51,7,136294.97,1,1,0,38867.46
15694253,Palerma,686,France,Female,41,7,152105.57,2,0,1,132374.41
15589323,Law,636,France,Female,24,9,0.0,2,0,1,38830.72
15634844,Miller,598,Germany,Male,41,3,91536.93,1,1,0,191468.78
15675949,Fleming,696,Spain,Female,43,4,0.0,2,1,1,66406.37
15616122,Nwokike,777,France,Male,39,8,0.0,2,1,1,18613.52
15572356,Tsai,689,Spain,Male,73,1,108555.07,1,0,1,167969.15
15800229,Thorpe,695,Germany,Male,40,7,139022.24,1,0,1,193383.13
15686941,Hutchinson,575,Spain,Female,26,7,0.0,2,1,0,112507.63
15781989,Drake-Brockman,733,France,Male,42,9,120094.93,1,1,0,184056.45
15799384,Collier,683,France,Male,33,8,0.0,1,0,0,73564.44
15686588,Manfrin,777,France,Female,28,2,134571.5,1,0,1,118313.38
15656592,Toscano,646,Germany,Male,48,8,169023.33,2,1,1,175657.55
